--Name||NpcParamID||NpcThinkID||CharaInitID||SpEffect,Speffect,SpEffect
Grave Warden Duelist (Sainted Hero's Grave)||34000030||34000000||-1||-1
Grave Warden Duelist (Consecrated Snowfield)||34000852||34000000||-1||-1
Putrid Grave Warden Duelist (Boss) (Consecrated Snowfield Catacombs)||34000952||34000010||-1||-1
Frenzied Grave Warden Duelist (Boss) (Gaol Cave)||34000940||34000010||-1||-1
Grave Warden Duelist (B) (Leyndell, Royal Capital)||34001034||34001000||-1||-1
Grave Warden Duelist (B) (Consecrated Snowfield)||34001852||34001000||-1||-1
Grave Warden Duelist (Boss) (B) (Murkwater Catacombs)||34001110||34001010||-1||-1
Grave Warden Duelist (Boss) (B) (Auriza Side Tomb)||34001133||34001010||-1||-1

--Misbegotten
Misbegotten (Leyndell, Royal Capital)||34500034||34500000||-1||-1
Misbegotten (Miquella's Haligtree)||34500054||34500000||-1||5000
Misbegotten (Miquella's Haligtree) 2||34500054||34500000||-1||-1
Misbegotten (Miquella's Haligtree) 3||34501354||34500000||-1||-1
Misbegotten (Miquella's Haligtree) 4||34501054||34500000||-1||-1
Misbegotten (Altus Plateau)||34500030||34500000||-1||-1
Misbegotten (Cave of the Forlorn)||34501052||34500000||-1||-1
Misbegotten (Weeping Peninsula)||34500012||34500000||-1||-1
Misbegotten (Weeping Peninsula) 2||34500013||34500000||-1||-1
Misbegotten (Weeping Peninsula) 3||34500013||34500000||-1||5000
Misbegotten (B) (Leyndell, Royal Capital)||34501034||34501000||-1||-1
Misbegotten (B) (Cave of the Forlorn)||34501052||34501000||-1||-1
Misbegotten (B) (Weeping Peninsula)||34501012||34501000||-1||-1
Misbegotten (B) (Altus Plateau)||34501030||34501000||-1||-1
Misbegotten (B) (Altus Plateau) 2||34501030||34501000||-1||5000
Misbegotten (B) (Altus Plateau) 3||34502030||34501000||-1||-1
Misbegotten (B) (Weeping Peninsula) 2||34501013||34501000||-1||-1

--Scaly Misbegotten
Scaly Misbegotten (Leyndell, Royal Capital)||34510034||34510000||-1||-1
Scaly Misbegotten (Miquella's Haligtree)||34510354||34510000||-1||-1
Scaly Misbegotten (Miquella's Haligtree) 2||34510054||34510000||-1||-1
Scaly Misbegotten (Altus Plateau)||34510030||34510000||-1||-1
Scaly Misbegotten (Cave of the Forlorn)||34510052||34510000||-1||-1
Scaly Misbegotten (Boss) (Morne Tunnel)||34510912||34510000||-1||-1
Scaly Misbegotten (Weeping Peninsula)||34510013||34510000||-1||-1
Scaly Misbegotten (Weeping Peninsula) 2||34510012||34510000||-1||-1
Smithing Master Hewg (B) (Roundtable Hold)||34510179||34519000||-1||-1

--Leonine Misbegotten
Leonine Misbegotten (Leyndell, Royal Capital)||34600034||34600000||-1||-1
Leonine Misbegotten (Miquella's Haligtree)||34600054||34600000||-1||-1
Misbegotten Crusader (Cave of the Forlorn)||34601952||34600000||-1||-1
Leonine Misbegotten (Miquella's Haligtree) 2||34600354||34600010||-1||-1
Leonine Misbegotten (Leyndell, Royal Capital) 2||34600034||34600020||-1||-1
Misbegotten Warrior (B) (Unsightly Catacombs)||34600930||34600900||-1||-1
Leonine Misbegotten (Boss) (C) (Weeping Peninsula)||34600913||34601000||-1||-1
Misbegotten Warrior (D) (Caelid)||34600941||34602000||-1||-1

--Albinauric
Albinauric (Liurnia of the Lakes)||34700120||34700000||-1||-1
Albinauric (Liurnia of the Lakes) 2||34700020||34700000||-1||15607
Albinauric (Liurnia of the Lakes) 3||34700020||34700000||-1||-1
Albinauric (Mountaintops of the Giants)||34700352||34700000||-1||-1
Albinauric (Consecrated Snowfield)||34700452||34700000||-1||-1
Red Albinauric (B) (Mohgwyn Palace)||34700268||34700500||-1||-1
Red Albinauric (B) (Mohgwyn Palace) 2||34700268||34700500||-1||5000
Albinauric (B) (Liurnia of the Lakes)||34700120||34700500||-1||-1
Albinauric (C) (Liurnia of the Lakes)||34701120||34701000||-1||-1
Albinauric (C) (Liurnia of the Lakes) 2||34701020||34701000||-1||-1
Albinauric (C) (Liurnia of the Lakes) 3||34701020||34701000||-1||15607,15606
Albinauric (C) (Consecrated Snowfield)||34701552||34701000||-1||-1
Albinauric (C) (Mountaintops of the Giants)||34701652||34701000||-1||-1
Red Albinauric (D) (Mohgwyn Palace)||34701468||34701500||-1||-1
Red Albinauric (D) (Mohgwyn Palace) 2||34701468||34701500||-1||5000
Albinauric (D) (Liurnia of the Lakes)||34701020||34701500||-1||-1
Albinauric (E) (Liurnia of the Lakes)||34702120||34702000||-1||-1
Albinauric (E) (Liurnia of the Lakes) 2||34702320||34702000||-1||-1
Albinauric (E) (Consecrated Snowfield)||34702552||34702000||-1||-1
Albinauric (E) (Consecrated Snowfield) 2||34702552||34702052||-1||15610
Red Albinauric (F) (Mohgwyn Palace)||34702468||34702500||-1||-1
Red Albinauric (G) (Mohgwyn Palace)||34703068||34703000||-1||-1
Albinauric (G) (Liurnia of the Lakes)||34703020||34703000||-1||-1
Albinauric (G) (Consecrated Snowfield)||34703252||34703000||-1||-1
Albinauric (G) (Consecrated Snowfield) 2||34703252||34703000||-1||15610
Red Albinauric (H) (Mohgwyn Palace)||34704268||34704000||-1||-1
Albinauric (H) (Liurnia of the Lakes)||34704120||34704000||-1||-1
Albinauric (H) (Liurnia of the Lakes) 2||34704020||34704000||-1||15607
Albinauric (H) (Liurnia of the Lakes) 3||34704020||34704000||-1||-1
Albinauric (H) (Mountaintops of the Giants)||34704352||34704000||-1||-1

--Large Albinauric
Large Albinauric (Liurnia of the Lakes)||34715120||34705000||-1||-1
Large Albinauric (Consecrated Snowfield)||34715352||34705000||-1||-1
Large Red Albinauric (Mohgwyn Palace)||34715268||34705020||-1||-1
Large Albinauric (Liurnia of the Lakes) 2||34715120||34705020||-1||5000
Large Red Albinauric (Mohgwyn Palace) 2||34715268||34705052||-1||-1
Large Albinauric (Consecrated Snowfield) 2||34715352||34705052||-1||-1

--Skeleton
Skeleton - Curved Sword (Leyndell, Royal Capital)||35000034||35000000||-1||-1
Skeleton (Crumbling Farum Azula)||35000172||35000000||-1||-1
Skeleton (Crumbling Farum Azula) 2||35003172||35000000||-1||-1
Skeleton (Sage's Cave)||35000030||35000000||-1||-1
Skeleton (Liurnia of the Lakes)||35000020||35000000||-1||-1
Skeleton (Altus Plateau)||35000032||35000000||-1||-1
Skeleton (Liurnia of the Lakes) 2||35005020||35000000||-1||-1
Skeleton (m60_45_39_10)||35000010||35000000||-1||-1
Skeleton (Weeping Peninsula)||35000012||35000000||-1||-1
Skeleton (m60_44_53_10)||35000733||35000000||-1||-1
Skeleton (m60_45_39_10) 2||35005010||35000000||-1||-1
Skeleton (Caelid)||35000040||35000000||-1||-1
Skeleton (Caelid) 2||35001040||35000000||-1||-1
Skeleton (Caelid) 3||35003040||35000000||-1||-1
Skeleton (Mountaintops of the Giants)||35000050||35000000||-1||-1
Skeleton (B) (Altus Plateau)||35001032||35001000||-1||-1
Skeleton (B) (m60_44_39_10)||35001010||35001000||-1||-1
Skeleton (B) (m60_44_53_10)||35001733||35001000||-1||5000
Skeleton (B) (m60_45_39_10)||35006010||35001000||-1||-1
Skeleton (B) (Caelid)||35001040||35001000||-1||-1
Skeleton (B) (Mountaintops of the Giants)||35001050||35001000||-1||12535
Skeleton (B) (Mountaintops of the Giants) 2||35001000||35001000||-1||-1
Skeleton (B) (Crumbling Farum Azula)||35001172||35001020||-1||12535
Skeleton (B) (Crumbling Farum Azula) 2||35001172||35001020||-1||-1
Skeleton (B) (Sage's Cave)||35001030||35001020||-1||-1
Skeleton (B) (Limgrave)||35001010||35001020||-1||-1
Skeleton (B) (Crumbling Farum Azula) 3||35001172||35001021||-1||12535
Skeleton (B) (m60_44_52_10)||35001733||35001021||-1||-1
Skeleton (B) (Caelid) 2||35001040||35001021||-1||-1
Skeleton (B) (Mountaintops of the Giants) 3||35001050||35001021||-1||12535
Skeleton (C) (Crumbling Farum Azula)||35002172||35002000||-1||-1
Skeleton (C) (Liurnia of the Lakes)||35002020||35002000||-1||-1
Skeleton (C) (Altus Plateau)||35002032||35002000||-1||-1
Skeleton (C) (Liurnia of the Lakes) 2||35007020||35002000||-1||-1
Skeleton (C) (m60_44_53_10)||35002733||35002000||-1||-1
Skeleton (C) (m60_45_39_10)||35002010||35002000||-1||-1
Skeleton (C) (m60_45_39_10) 2||35007010||35002000||-1||-1
Skeleton (C) (Caelid)||35002040||35002000||-1||-1
Skeleton (C) (Mountaintops of the Giants)||35002050||35002000||-1||-1
Skeleton (D) (Crumbling Farum Azula)||35003172||35003000||-1||-1
Skeleton (D) (Altus Plateau)||35003032||35003000||-1||-1
Skeleton (D) (Liurnia of the Lakes)||35008020||35003000||-1||-1
Skeleton (D) (m60_44_39_10)||35003010||35003000||-1||-1
Skeleton (D) (m60_44_53_10)||35003733||35003000||-1||-1
Skeleton (D) (Caelid)||35003040||35003000||-1||-1
Skeleton (D) (Mountaintops of the Giants)||35003050||35003000||-1||-1
Skeleton (E) (Crumbling Farum Azula)||35004172||35004000||-1||-1
Skeleton (E) (Sage's Cave)||35004030||35004000||-1||5000
Skeleton (E) (Liurnia of the Lakes)||35004020||35004000||-1||-1
Skeleton (E) (Altus Plateau)||35004032||35004000||-1||-1
Skeleton (E) (m60_44_38_10)||35004010||35004000||-1||-1
Skeleton (E) (Weeping Peninsula)||35004012||35004000||-1||-1
Skeleton (E) (m60_44_53_10)||35004733||35004000||-1||-1
Skeleton (E) (m60_44_53_10) 2||35004733||35004000||-1||5000
Skeleton (E) (Greyoll's Dragonbarrow)||35004040||35004000||-1||-1
Skeleton (E) (Mountaintops of the Giants)||35004050||35004000||-1||-1

--Catacombs Skeleton
Catacombs Skeleton (Tombsward Catacombs)||35100012||35100000||-1||-1
Catacombs Skeleton (Black Knife Catacombs)||35100020||35100000||-1||-1
Catacombs Skeleton (Gelmir Hero's Grave)||35100032||35100000||-1||5000
Catacombs Skeleton (Gelmir Hero's Grave) 2||35100032||35100000||-1||-1
Catacombs Skeleton (Auriza Hero's Grave)||35100033||35100000||-1||-1
Catacombs Skeleton (Auriza Hero's Grave) 2||35100033||35100000||-1||5000
Catacombs Skeleton (Deathtouched Catacombs)||35100010||35100000||-1||-1
Catacombs Skeleton (Auriza Hero's Grave) 3||35100033||35100010||-1||-1
Catacombs Skeleton (Tombsward Catacombs) 2||35100112||35100100||-1||-1
Catacombs Skeleton (Black Knife Catacombs) 2||35100120||35100100||-1||-1
Skeleton (Scimitar) (Boss) (Black Knife Catacombs)||35100920||35100100||-1||-1
Catacombs Skeleton (Gelmir Hero's Grave) 3||35100132||35100100||-1||-1
Catacombs Skeleton (Deathtouched Catacombs) 2||35100110||35100100||-1||-1
Catacombs Skeleton (Auriza Hero's Grave) 4||35100133||35100110||-1||-1
Catacombs Skeleton (Black Knife Catacombs) 3||35100120||35100111||-1||-1
Catacombs Skeleton (B) (Tombsward Catacombs)||35101012||35101000||-1||-1
Catacombs Skeleton (B) (Black Knife Catacombs)||35101020||35101000||-1||-1
Skeleton (Scimitar) (Boss) (B) (Black Knife Catacombs)||35101920||35101000||-1||-1
Catacombs Skeleton (B) (Auriza Hero's Grave)||35101033||35101000||-1||-1
Catacombs Skeleton (B) (Caelid Catacombs)||35101040||35101000||-1||-1
Catacombs Skeleton (C) (Tombsward Catacombs)||35102012||35102000||-1||-1
Catacombs Skeleton (C) (Black Knife Catacombs)||35102020||35102000||-1||-1
Catacombs Skeleton (C) (Deathtouched Catacombs)||35102010||35102000||-1||-1
Catacombs Skeleton (C) (Caelid Catacombs)||35102040||35102000||-1||-1
Catacombs Skeleton (C) (Black Knife Catacombs) 2||35102020||35102010||-1||-1
Skeleton (Scimitar) (Boss) (C) (Black Knife Catacombs)||35102920||35102010||-1||-1
Catacombs Skeleton (C) (Gelmir Hero's Grave)||35102032||35102010||-1||-1
Catacombs Skeleton (C) (Auriza Hero's Grave)||35102033||35102010||-1||-1
Catacombs Skeleton (C) (Deathtouched Catacombs) 2||35102010||35102010||-1||-1
Catacombs Skeleton (D) (Tombsward Catacombs)||35103012||35103000||-1||-1
Catacombs Skeleton (D) (Black Knife Catacombs)||35103020||35103000||-1||-1
Catacombs Skeleton (E) (Gelmir Hero's Grave)||35101032||351021000||-1||-1

--Sanguine Noble
Sanguine Noble (Mohgwyn Palace)||35500068||35500000||-1||-1
Sanguine Noble (Liurnia of the Lakes)||35500020||35500000||-1||-1
Sanguine Noble (Altus Plateau)||35500030||35500000||-1||-1
Sanguine Noble (Boss) (Altus Plateau)||35500930||35500000||-1||-1

--Godskin Apostle
Godskin Apostle (Godskin Duo) (Crumbling Farum Azula)||35600172||35600100||-1||-1
Godskin Apostle (B) (Spiritcaller Cave)||35600950||35600900||-1||15025
Godskin Apostle (B) (Altus Plateau)||35600030||35600900||-1||-1
Godskin Apostle (B) (Divine Tower of Caelid)||35600042||35600942||-1||-1

--Godskin Noble
Godskin Noble (Divine Tower of Liurnia)||35700028||35700000||-1||-1
Godskin Noble (Godskin Duo) (B) (Crumbling Farum Azula)||35700172||35700100||-1||-1
Godskin Noble (C) (Volcano Manor)||35700038||35700900||-1||-1
Godskin Noble (C) (Spiritcaller Cave)||35700950||35700910||-1||15025

--Onyx Lord
Onyx Lord (Academy of Raya Lucaria)||36000024||36000000||-1||-1
Onyx Lord (Yelough Anix Tunnel)||36000052||36000000||-1||4802,8600
Onyx Lord (Limgrave)||36000010||36000000||-1||-1
Onyx Lord (Weeping Peninsula)||36000012||36000000||-1||-1
Onyx Lord (Ainsel River)||36000062||36000062||-1||-1
Onyx Lord (B) (Yelough Anix Tunnel)||36001052||36001000||-1||4802
Onyx Lord (Boss) (B) (Divine Tower of West Altus)||36001933||36001000||-1||-1
Onyx Lord (Boss) (C) (Liurnia of the Lakes)||36001920||36001100||-1||5260

--Oracle Envoy
Oracle Envoy (Leyndell, Royal Capital)||36100034||36100000||-1||-1
Oracle Envoy (Miquella's Haligtree)||36100054||36100000||-1||-1
Oracle Envoy (Miquella's Haligtree) 2||36100054||36100011||-1||5020
Oracle Envoy (Miquella's Haligtree) 3||36100054||36100020||-1||-1
Oracle Envoy (Leyndell, Royal Capital) 2||36100034||36100030||-1||-1
Oracle Envoy (Leyndell, Royal Capital) 3||36100034||36100030||-1||5020

--Large Oracle Envoy
Large Oracle Envoy (Leyndell, Royal Capital)||36200034||36200000||-1||-1
Large Oracle Envoy (Miquella's Haligtree)||36200054||36200000||-1||-1

--Giant Oracle Envoy
Giant Oracle Envoy (Miquella's Haligtree)||36300054||36300000||-1||-1
Giant Oracle Envoy (B) (Miquella's Haligtree)||36300054||36301054||-1||5020

--Erdtree Guardian
Erdtree Guardian (Leyndell, Royal Capital)||36500034||36500000||-1||-1
Erdtree Guardian (Leyndell, Royal Capital) 2||36501034||36500000||-1||-1
Erdtree Guardian (Liurnia of the Lakes)||36500020||36500000||-1||-1
Erdtree Guardian (Capital Outskirts)||36500030||36500000||-1||-1
Erdtree Guardian (Capital Outskirts) 2||36501833||36500000||-1||-1
Erdtree Guardian (Capital Outskirts) 3||36500033||36500000||-1||-1
Erdtree Guardian (Weeping Peninsula)||36500012||36500000||-1||-1
Erdtree Guardian (Caelid)||36502040||36500000||-1||-1
Erdtree Guardian (Consecrated Snowfield)||36502052||36500000||-1||-1
Erdtree Guardian (Greyoll's Dragonbarrow)||36502042||36500000||-1||-1
Erdtree Guardian (B) (Leyndell, Royal Capital)||36501034||36500100||-1||-1
Erdtree Guardian (B) (Caelid)||36502040||36500100||-1||-1
Erdtree Guardian (B) (Greyoll's Dragonbarrow)||36502042||36500100||-1||-1

--Commoner
Commoner (Stormveil Castle)||36600014||36600000||-1||-1
Commoner (Stormveil Castle) 2||36600114||36600000||-1||14703
Commoner (Stormveil Castle) 3||36600014||36600000||-1||14703
Commoner (Leyndell, Royal Capital)||36600034||36600000||-1||-1
Commoner (Leyndell, Royal Capital) 2||36600034||36600000||-1||14712
Commoner (Leyndell, Royal Capital) 3||36600034||36600000||-1||14703
Commoner (Leyndell, Ashen Capital)||36600070||36600000||-1||-1
Commoner Ghost (Siofra River)||36609165||36600000||-1||-1
Commoner (Volcano Manor)||36600838||36600000||-1||14706
Commoner (Volcano Manor) 2||36600838||36600000||-1||14706,14712
Commoner (Volcano Manor) 3||36600838||36600000||-1||14705,14712
Commoner (Volcano Manor) 4||36600838||36600000||-1||14705
Commoner (Black Knife Catacombs)||36603020||36600000||-1||-1
Commoner (Subterranean Shunning-Grounds)||36600035||36600000||-1||-1
Commoner (Liurnia of the Lakes)||36600020||36600000||-1||-1
Commoner (Bellum Highway)||36600620||36600000||-1||-1
Commoner (Weeping Peninsula)||36600612||36600000||-1||-1
Commoner (m60_47_55_10)||36600652||36600000||-1||-1
Commoner (m60_47_55_10) 2||36600652||36600000||-1||14712
Commoner (Caelid)||36600041||36600000||-1||-1
Commoner (Stormveil Castle) 4||36600114||36600040||-1||14703
Commoner (Stormveil Castle) 5||36600014||36600040||-1||14712
Commoner (Subterranean Shunning-Grounds) 2||36600035||36600040||-1||14712
Commoner (Caelid) 2||36600041||36600041||-1||-1
Commoner (Leyndell, Royal Capital) 4||36600034||36600090||-1||-1
Commoner (Leyndell, Royal Capital) 5||36600034||36600090||-1||14712
Commoner (Bellum Highway) 2||36600620||36600090||-1||-1
Commoner (B) (m60_46_36_10)||36600110||36600200||-1||14702
Commoner (B) (m60_46_36_10) 2||36600110||36600210||-1||14702,14703
Commoner (C) (Volcano Manor)||36600838||36600400||-1||14706
Commoner (C) (Volcano Manor) 2||36600838||36600400||-1||14703,14706
Commoner (C) (Volcano Manor) 3||36600838||36600400||-1||14703,14705
Commoner (C) (Volcano Manor) 4||36600838||36600400||-1||14703,14702
Commoner (D) (m60_47_55_10)||36600652||36600500||-1||-1
Commoner (E) (m60_44_53_10)||36600733||36600600||-1||-1
Commoner (F) (Volcano Manor)||36601438||36601000||-1||14706
Commoner (F) (Volcano Manor) 2||36601438||36601000||-1||-1
Commoner (F) (Mt. Gelmir)||36601030||36601000||-1||-1
Commoner (F) (Bellum Highway)||36601220||36601000||-1||-1
Commoner (F) (Weeping Peninsula)||36601212||36601000||-1||-1
Commoner (G) (m60_47_55_10)||36601252||36601500||-1||-1
Commoner (H) (Volcano Manor)||36602338||36602000||-1||14706
Commoner (I) (m60_47_55_10)||36602152||36602500||-1||-1
Commoner (J) (Black Knife Catacombs)||36603020||36603000||-1||-1
Morgott (K) (Capital Outskirts)||36608033||36608000||-1||-1

--Putrid Corpse
Putrid Corpse (Leyndell, Royal Capital)||36610034||36610000||-1||17045
Putrid Corpse (Leyndell, Royal Capital) 2||36610034||36610000||-1||-1
Putrid Corpse (Academy of Raya Lucaria)||36614024||36610000||-1||17045
Putrid Corpse (Academy of Raya Lucaria) 2||36614024||36610000||-1||-1
Putrid Corpse (Academy of Raya Lucaria) 3||36614024||36610000||-1||17044
Putrid Corpse (Miquella's Haligtree)||36613254||36610000||-1||-1
Putrid Corpse (Miquella's Haligtree) 2||36613154||36610000||-1||-1
Putrid Corpse (Miquella's Haligtree) 3||36613054||36610000||-1||-1
Putrid Corpse (Impaler's Catacombs)||36610812||36610000||-1||-1
Putrid Corpse (Mt. Gelmir)||36610032||36610000||-1||-1
Putrid Corpse (Altus Plateau)||36610030||36610000||-1||-1
Putrid Corpse (Caelid)||36612040||36610000||-1||-1
Putrid Corpse (Subterranean Shunning-Grounds)||36610035||36610000||-1||17047
Putrid Corpse (Subterranean Shunning-Grounds) 2||36610035||36610000||-1||-1
Putrid Corpse (Subterranean Shunning-Grounds) 3||36611035||36610000||-1||17042
Putrid Corpse (Subterranean Shunning-Grounds) 4||36611035||36610000||-1||-1
Putrid Corpse (Liurnia of the Lakes)||36610820||36610000||-1||4315
Putrid Corpse (Shaded Castle)||36611031||36610000||-1||-1
Putrid Corpse (Shaded Castle) 2||36611031||36610000||-1||17045
Putrid Corpse (Shaded Castle) 3||36611031||36610000||-1||17042
Putrid Corpse (Shaded Castle) 4||36611031||36610000||-1||17044
Putrid Corpse (Weeping Peninsula)||36610012||36610000||-1||-1
Putrid Corpse (Weeping Peninsula) 2||36611012||36610000||-1||-1
Putrid Corpse (Caelid) 2||36616040||36610000||-1||-1
Putrid Corpse (Caelid) 3||36616040||36610000||-1||17049
Putrid Corpse (Greyoll's Dragonbarrow)||36610000||36610000||-1||-1
Putrid Corpse (B) (Caelid)||36612040||36610100||-1||-1
Putrid Corpse (B) (Gaol Cave)||36612040||36610100||-1||17044
Putrid Corpse (B) (Subterranean Shunning-Grounds)||36612035||36610100||-1||-1
Putrid Corpse (B) (Subterranean Shunning-Grounds) 2||36612035||36610100||-1||17044
Putrid Corpse (B) (Mt. Gelmir)||36612132||36610100||-1||-1
Putrid Corpse (B) (Altus Plateau)||36612030||36610100||-1||-1
Putrid Corpse (C) (Mohgwyn Palace)||36615068||36615000||-1||17047
Putrid Corpse (C) (Mohgwyn Palace) 2||36615068||36615000||-1||17047,17048
Putrid Corpse (C) (Mohgwyn Palace) 3||36615068||36615000||-1||13471
Putrid Corpse (C) (Mohgwyn Palace) 4||36615068||36615000||-1||13471,5000
Putrid Corpse (C) (Mohgwyn Palace) 5||36615068||36615000||-1||17048,17047
Putrid Corpse (C) (Mohgwyn Palace) 6||36615068||36615000||-1||-1
Scarlet Putrid Corpse (Academy of Raya Lucaria)||36624024||36620000||-1||-1
Scarlet Putrid Corpse (Academy of Raya Lucaria)||36624024||36620000||-1||17045
Scarlet Putrid Corpse (Subterranean Shunning-Grounds)||36621035||36620000||-1||-1
Scarlet Putrid Corpse (Subterranean Shunning-Grounds) 2||36621035||36620000||-1||17042
Scarlet Putrid Corpse (Shaded Castle)||36621031||36620000||-1||-1
Scarlet Putrid Corpse (Caelid)||36626040||36620000||-1||-1
Scarlet Putrid Corpse (B) (Caelid)||36622040||36620100||-1||-1

--Cemetery Shade
Cemetery Shade (Gelmir Hero's Grave)||36640032||36640000||-1||-1
Cemetery Shade (Boss) (B) (Caelid Catacombs)||36640040||36640900||-1||-1
Cemetery Shade (Weeping Peninsula) (B) (Tombsward Catacombs)||36640012||36640912||-1||-1
Cemetery Shade (Boss) (B) (Black Knife Catacombs)||36640920||36640920||-1||-1

--Gatekeeper Gostoc
Gatekeeper Gostoc (Stormveil Castle)||36650014||36650000||-1||-1
Gatekeeper Gostoc (Stormveil Castle) 2||36650114||36650000||-1||-1
Gatekeeper Gostoc (Stormveil Castle) 3||36650214||36650000||-1||-1
Gatekeeper Gostoc (Stormveil Castle) 4||36650314||36650000||-1||-1
Gatekeeper Gostoc (Stormveil Castle) 5||36650414||36650000||-1||-1
Gatekeeper Gostoc (Stormveil Castle) 6||36650514||36650000||-1||-1
Gatekeeper Gostoc (Stormveil Castle) 7||36650614||36650000||-1||-1

--The Noble Goldmask
The Noble Goldmask (Leyndell, Royal Capital)||36660034||36660000||-1||-1
The Noble Goldmask (Leyndell, Ashen Capital)||36660070||36660000||-1||-1
The Noble Goldmask (Altus Plateau)||36660030||36660000||-1||-1
The Noble Goldmask (Mountaintops of the Giants)||36660050||36660000||-1||-1

--Albinauric Lookout
Albinauric Lookout (Liurnia of the Lakes)||36700120||36700000||-1||-1
Albinauric Lookout (Liurnia of the Lakes) 2||36700120||36700000||-1||17121
Albinauric Lookout (B) (Liurnia of the Lakes)||36700120||36700100||-1||17121
Albinauric Lookout (C) (Volcano Manor)||36701038||36701000||-1||-1
Albinauric Lookout (C) (Volcano Manor) 2||36701138||36701000||-1||-1
Albinauric Lookout (C) (Liurnia of the Lakes)||36701121||36701000||-1||-1
Albinauric Lookout (C) (Liurnia of the Lakes) 2||36701021||36701000||-1||-1
Albinauric Lookout (D) (Volcano Manor)||36701038||36701100||-1||-1
Albinauric Lookout (D) (Liurnia of the Lakes)||36701120||36701100||-1||-1
Albinauric Lookout (D) (Volcano Manor) 2||36701138||36701120||-1||-1
Albinauric Lookout (D) (Liurnia of the Lakes) 2||36701120||36701120||-1||5000
Albinauric Lookout (E) (Volcano Manor)||36702038||36702000||-1||-1
Albinauric Lookout (F) (Volcano Manor)||36702138||36702100||-1||-1
Albinauric Lookout (G) (Volcano Manor)||36702238||36702200||-1||-1
Albinauric Lookout (G) (Mountaintops of the Giants)||36702051||36702200||-1||-1
Albinauric Lookout (G) (Mountaintops of the Giants) 2||36702251||36702200||-1||-1
Albinauric Lookout (H) (Leyndell, Royal Capital)||36703034||36703000||-1||-1
Albinauric Lookout (H) (Leyndell, Royal Capital) 2||36703034||36703000||-1||5000
Albinauric Lookout (H) (Volcano Manor)||36703038||36703000||-1||-1
Albinauric Lookout (H) (Mountaintops of the Giants)||36703051||36703000||-1||-1
Albinauric Lookout (I) (Volcano Manor)||36703038||36703100||-1||-1
Albinauric Lookout (J) (Volcano Manor)||36703038||36703200||-1||-1
Albinauric Lookout (K) (Volcano Manor)||36703038||36703300||-1||-1
Albinauric Lookout (L) (Liurnia of the Lakes)||36704020||36704000||-1||-1
Old Albus (M) (Liurnia of the Lakes)||36708020||36708000||-1||-1
Pidia, Carian Servant (N) (Liurnia of the Lakes)||36709020||36709000||-1||-1
Pidia, Carian Servant (N) (Liurnia of the Lakes) 2||36709920||36709000||-1||-1

--Depraved Perfumer/White Veil Perfumer
Depraved Perfumer (Shaded Castle)||37000031||37000000||-1||-1
Depraved Perfumer (Shaded Castle) 2||37000031||37000000||-1||14806
Depraved Perfumer (Shaded Castle) 3||37001031||37000000||-1||-1
Depraved Perfumer (Liurnia of the Lakes)||37000020||37000020||-1||-1
White Veil Perfumer (Leyndell, Royal Capital)||37010034||37010000||-1||-1
White Veil Perfumer (Leyndell, Royal Capital) 2||37011034||37010000||-1||-1
White Veil Perfumer (Perfumer's Grotto)||37011030||37010000||-1||-1
White Veil Perfumer (Perfumer's Grotto) 2||37010030||37010000||-1||17130
White Veil Perfumer (Perfumer's Grotto) 3||37010030||37010000||-1||5000
White Veil Perfumer (Altus Plateau)||37010030||37010000||-1||-1
White Veil Perfumer (Altus Plateau) 2||37010830||37010000||-1||-1
White Veil Perfumer (Greyoll's Dragonbarrow)||37010000||37010000||-1||-1
White Veil Perfumer (Leyndell, Royal Capital) 3||37010034||37010010||-1||-1
Perfumer Tricia (B) (Unsightly Catacombs)||37011930||37010900||-1||-1

--Raya Lucaria Scholar
Raya Lucaria Scholar (Academy of Raya Lucaria)||37020024||37020000||-1||-1
Glintstone Raya Lucaria Scholar (Academy of Raya Lucaria)||37021024||37020000||-1||-1
Lazuli Raya Lucaria Scholar (Academy of Raya Lucaria)||37022024||37020000||-1||-1
Twinsage Raya Lucaria Scholar (Academy of Raya Lucaria)||37023024||37020000||-1||-1
Raya Lucaria Scholar (Academy of Raya Lucaria) 2||37024024||37020000||-1||-1
Raya Lucaria Scholar (Academy Crystal Cave)||37020020||37020000||-1||5000
Raya Lucaria Scholar (Liurnia of the Lakes)||37020020||37020000||-1||-1
Twinsage Raya Lucaria Scholar (Academy Crystal Cave)||37023020||37020000||-1||-1
Twinsage Raya Lucaria Scholar (Sellia Hideaway)||37023040||37020000||-1||-1
Lazuli Raya Lucaria Scholar (Liurnia of the Lakes)||37022021||37020000||-1||-1
Glintstone Raya Lucaria Scholar (Mt. Gelmir)||37021032||37020000||-1||-1
Raya Lucaria Scholar (Mt. Gelmir)||37020032||37020000||-1||-1
Lazuli Raya Lucaria Scholar (Caelid)||37022140||37020000||-1||4315
Glintstone Raya Lucaria Scholar (Caelid)||37021140||37020000||-1||4315
Raya Lucaria Scholar (Caelid)||37020040||37020000||-1||4315
Twinsage Raya Lucaria Scholar (Caelid)||37023140||37020000||-1||4315
Raya Lucaria Scholar (Caelid) 2||37024040||37020000||-1||4315
Lazuli Raya Lucaria Scholar (Sellia Hideaway)||37022040||37020020||-1||-1
